[2026-04-10 16:00:44.738] [START] Connected to xAI realtime | input_rate=16000 | output_rate=16000
[2026-04-10 16:01:14.132] [LOSS] [LOSS] seq 1088 lost -> filled with silence
[2026-04-10 16:01:14.161] [LOSS] [LOSS] seq 1089 lost -> filled with silence
[2026-04-10 16:01:14.213] [LOSS] [LOSS] seq 1090 lost -> filled with silence
[2026-04-10 16:01:14.431] [LOSS] [LOSS] seq 1091 lost -> filled with silence
[2026-04-10 16:01:14.443] [LOSS] [LOSS] seq 1092 lost -> filled with silence
[2026-04-10 16:01:14.445] [LOSS] [LOSS] seq 1093 lost -> filled with silence
[2026-04-10 16:01:14.460] [LOSS] [LOSS] seq 1094 lost -> filled with silence
[2026-04-10 16:01:14.520] [LOSS] [LOSS] seq 1095 lost -> filled with silence
[2026-04-10 16:01:14.576] [LOSS] [LOSS] seq 1096 lost -> filled with silence
[2026-04-10 16:01:14.637] [LOSS] [LOSS] seq 1097 lost -> filled with silence
[2026-04-10 16:01:14.696] [LOSS] [LOSS] seq 1098 lost -> filled with silence
[2026-04-10 16:01:14.841] [LOSS] [LOSS] seq 1099 lost -> filled with silence
[2026-04-10 16:01:14.853] [LOSS] [LOSS] seq 1100 lost -> filled with silence
[2026-04-10 16:01:14.856] [STAT] [STAT] seq=1101 | buf=123 | rec=1200 | lost=24 (2.00%)
[2026-04-10 16:01:14.877] [LOSS] [LOSS] seq 1101 lost -> filled with silence
[2026-04-10 16:01:14.930] [LOSS] [LOSS] seq 1102 lost -> filled with silence
[2026-04-10 16:01:15.313] [LOSS] [LOSS] seq 1103 lost -> filled with silence
[2026-04-10 16:01:15.325] [LOSS] [LOSS] seq 1104 lost -> filled with silence
[2026-04-10 16:01:15.326] [LOSS] [LOSS] seq 1105 lost -> filled with silence
[2026-04-10 16:01:15.330] [LOSS] [LOSS] seq 1106 lost -> filled with silence
[2026-04-10 16:01:15.331] [LOSS] [LOSS] seq 1107 lost -> filled with silence
[2026-04-10 16:01:15.332] [LOSS] [LOSS] seq 1108 lost -> filled with silence
[2026-04-10 16:01:15.352] [LOSS] [LOSS] seq 1109 lost -> filled with silence
[2026-04-10 16:01:15.419] [LOSS] [LOSS] seq 1110 lost -> filled with silence
[2026-04-10 16:01:15.482] [LOSS] [LOSS] seq 1111 lost -> filled with silence
[2026-04-10 16:01:15.538] [LOSS] [LOSS] seq 1112 lost -> filled with silence
[2026-04-10 16:01:15.660] [LOSS] [LOSS] seq 1113 lost -> filled with silence
[2026-04-10 16:01:15.664] [LOSS] [LOSS] seq 1114 lost -> filled with silence
[2026-04-10 16:01:15.710] [LOSS] [LOSS] seq 1115 lost -> filled with silence
[2026-04-10 16:01:15.865] [LOSS] [LOSS] seq 1116 lost -> filled with silence
[2026-04-10 16:01:15.877] [LOSS] [LOSS] seq 1117 lost -> filled with silence
[2026-04-10 16:01:15.901] [LOSS] [LOSS] seq 1118 lost -> filled with silence
[2026-04-10 16:01:15.960] [LOSS] [LOSS] seq 1119 lost -> filled with silence
[2026-04-10 16:01:16.312] [LOSS] [LOSS] seq 1120 lost -> filled with silence
[2026-04-10 16:01:16.324] [LOSS] [LOSS] seq 1121 lost -> filled with silence
[2026-04-10 16:01:16.327] [LOSS] [LOSS] seq 1122 lost -> filled with silence
[2026-04-10 16:01:16.329] [LOSS] [LOSS] seq 1123 lost -> filled with silence
[2026-04-10 16:01:16.331] [LOSS] [LOSS] seq 1124 lost -> filled with silence
[2026-04-10 16:01:16.332] [LOSS] [LOSS] seq 1125 lost -> filled with silence
[2026-04-10 16:01:16.760] [LOSS] [LOSS] seq 1126 lost -> filled with silence
[2026-04-10 16:01:16.773] [LOSS] [LOSS] seq 1127 lost -> filled with silence
[2026-04-10 16:01:16.775] [LOSS] [LOSS] seq 1128 lost -> filled with silence
[2026-04-10 16:01:16.777] [LOSS] [LOSS] seq 1129 lost -> filled with silence
[2026-04-10 16:01:16.780] [LOSS] [LOSS] seq 1130 lost -> filled with silence
[2026-04-10 16:01:16.782] [LOSS] [LOSS] seq 1131 lost -> filled with silence
[2026-04-10 16:01:16.784] [LOSS] [LOSS] seq 1132 lost -> filled with silence
[2026-04-10 16:01:16.870] [LOSS] [LOSS] seq 1133 lost -> filled with silence
[2026-04-10 16:01:16.875] [LOSS] [LOSS] seq 1134 lost -> filled with silence
[2026-04-10 16:01:16.919] [LOSS] [LOSS] seq 1135 lost -> filled with silence
[2026-04-10 16:01:16.979] [LOSS] [LOSS] seq 1136 lost -> filled with silence
[2026-04-10 16:01:17.093] [LOSS] [LOSS] seq 1137 lost -> filled with silence
[2026-04-10 16:01:17.298] [LOSS] [LOSS] seq 1138 lost -> filled with silence
[2026-04-10 16:01:17.309] [LOSS] [LOSS] seq 1139 lost -> filled with silence
[2026-04-10 16:01:17.310] [LOSS] [LOSS] seq 1140 lost -> filled with silence
[2026-04-10 16:01:17.312] [LOSS] [LOSS] seq 1141 lost -> filled with silence
[2026-04-10 16:01:17.407] [LOSS] [LOSS] seq 1142 lost -> filled with silence
[2026-04-10 16:01:17.412] [LOSS] [LOSS] seq 1143 lost -> filled with silence
[2026-04-10 16:01:18.328] [LOSS] [LOSS] seq 1144 lost -> filled with silence
[2026-04-10 16:01:18.339] [LOSS] [LOSS] seq 1145 lost -> filled with silence
[2026-04-10 16:01:18.340] [LOSS] [LOSS] seq 1146 lost -> filled with silence
[2026-04-10 16:01:18.342] [LOSS] [LOSS] seq 1147 lost -> filled with silence
[2026-04-10 16:01:18.344] [LOSS] [LOSS] seq 1148 lost -> filled with silence
[2026-04-10 16:01:18.346] [LOSS] [LOSS] seq 1149 lost -> filled with silence
[2026-04-10 16:01:18.348] [LOSS] [LOSS] seq 1150 lost -> filled with silence
[2026-04-10 16:01:18.348] [LOSS] [LOSS] seq 1151 lost -> filled with silence
[2026-04-10 16:01:18.349] [LOSS] [LOSS] seq 1152 lost -> filled with silence
[2026-04-10 16:01:18.350] [LOSS] [LOSS] seq 1153 lost -> filled with silence
[2026-04-10 16:01:18.351] [LOSS] [LOSS] seq 1154 lost -> filled with silence
[2026-04-10 16:01:18.353] [LOSS] [LOSS] seq 1155 lost -> filled with silence
[2026-04-10 16:01:18.354] [LOSS] [LOSS] seq 1156 lost -> filled with silence
[2026-04-10 16:01:18.355] [LOSS] [LOSS] seq 1157 lost -> filled with silence
[2026-04-10 16:01:18.355] [LOSS] [LOSS] seq 1158 lost -> filled with silence
[2026-04-10 16:01:18.490] [LOSS] [LOSS] seq 1159 lost -> filled with silence
[2026-04-10 16:01:18.502] [LOSS] [LOSS] seq 1160 lost -> filled with silence
[2026-04-10 16:01:18.503] [STAT] [STAT] seq=1161 | buf=423 | rec=1500 | lost=84 (5.60%)
[2026-04-10 16:01:18.503] [LOSS] [LOSS] seq 1161 lost -> filled with silence
[2026-04-10 16:01:18.552] [LOSS] [LOSS] seq 1162 lost -> filled with silence
[2026-04-10 16:01:18.600] [LOSS] [LOSS] seq 1163 lost -> filled with silence
[2026-04-10 16:01:18.666] [LOSS] [LOSS] seq 1164 lost -> filled with silence
[2026-04-10 16:01:18.725] [LOSS] [LOSS] seq 1165 lost -> filled with silence
[2026-04-10 16:01:18.784] [LOSS] [LOSS] seq 1166 lost -> filled with silence
[2026-04-10 16:01:19.318] [LOSS] [LOSS] seq 1167 lost -> filled with silence
[2026-04-10 16:01:19.329] [LOSS] [LOSS] seq 1168 lost -> filled with silence
[2026-04-10 16:01:19.330] [LOSS] [LOSS] seq 1169 lost -> filled with silence
[2026-04-10 16:01:19.331] [LOSS] [LOSS] seq 1170 lost -> filled with silence
[2026-04-10 16:01:19.332] [LOSS] [LOSS] seq 1171 lost -> filled with silence
[2026-04-10 16:01:19.333] [LOSS] [LOSS] seq 1172 lost -> filled with silence
[2026-04-10 16:01:19.334] [LOSS] [LOSS] seq 1173 lost -> filled with silence
[2026-04-10 16:01:19.334] [LOSS] [LOSS] seq 1174 lost -> filled with silence
[2026-04-10 16:01:19.335] [LOSS] [LOSS] seq 1175 lost -> filled with silence
[2026-04-10 16:01:19.447] [LOSS] [LOSS] seq 1176 lost -> filled with silence
[2026-04-10 16:01:19.452] [LOSS] [LOSS] seq 1177 lost -> filled with silence
[2026-04-10 16:01:19.504] [LOSS] [LOSS] seq 1178 lost -> filled with silence
[2026-04-10 16:01:19.568] [LOSS] [LOSS] seq 1179 lost -> filled with silence
[2026-04-10 16:01:19.619] [LOSS] [LOSS] seq 1180 lost -> filled with silence
[2026-04-10 16:01:19.681] [LOSS] [LOSS] seq 1181 lost -> filled with silence
[2026-04-10 16:01:19.743] [LOSS] [LOSS] seq 1182 lost -> filled with silence
[2026-04-10 16:01:19.802] [LOSS] [LOSS] seq 1183 lost -> filled with silence
[2026-04-10 16:01:19.867] [LOSS] [LOSS] seq 1184 lost -> filled with silence
[2026-04-10 16:01:19.920] [LOSS] [LOSS] seq 1185 lost -> filled with silence
[2026-04-10 16:01:20.168] [LOSS] [LOSS] seq 1186 lost -> filled with silence
[2026-04-10 16:01:20.180] [LOSS] [LOSS] seq 1187 lost -> filled with silence
[2026-04-10 16:01:20.181] [LOSS] [LOSS] seq 1188 lost -> filled with silence
[2026-04-10 16:01:20.183] [LOSS] [LOSS] seq 1189 lost -> filled with silence
[2026-04-10 16:01:20.575] [LOSS] [LOSS] seq 1190 lost -> filled with silence
[2026-04-10 16:01:20.586] [LOSS] [LOSS] seq 1191 lost -> filled with silence
[2026-04-10 16:01:20.588] [LOSS] [LOSS] seq 1192 lost -> filled with silence
[2026-04-10 16:01:20.589] [LOSS] [LOSS] seq 1193 lost -> filled with silence
[2026-04-10 16:01:20.591] [LOSS] [LOSS] seq 1194 lost -> filled with silence
[2026-04-10 16:01:20.593] [LOSS] [LOSS] seq 1195 lost -> filled with silence
[2026-04-10 16:01:20.595] [LOSS] [LOSS] seq 1196 lost -> filled with silence
[2026-04-10 16:01:20.779] [LOSS] [LOSS] seq 1197 lost -> filled with silence
[2026-04-10 16:01:20.790] [LOSS] [LOSS] seq 1198 lost -> filled with silence
[2026-04-10 16:01:20.792] [LOSS] [LOSS] seq 1199 lost -> filled with silence
[2026-04-10 16:01:20.824] [LOSS] [LOSS] seq 1200 lost -> filled with silence
[2026-04-10 16:01:21.255] [LOSS] [LOSS] seq 1201 lost -> filled with silence
[2026-04-10 16:01:21.266] [LOSS] [LOSS] seq 1202 lost -> filled with silence
[2026-04-10 16:01:21.268] [LOSS] [LOSS] seq 1203 lost -> filled with silence
[2026-04-10 16:01:21.270] [LOSS] [LOSS] seq 1204 lost -> filled with silence
[2026-04-10 16:01:21.271] [LOSS] [LOSS] seq 1205 lost -> filled with silence
[2026-04-10 16:01:21.274] [LOSS] [LOSS] seq 1206 lost -> filled with silence
[2026-04-10 16:01:21.275] [LOSS] [LOSS] seq 1207 lost -> filled with silence
[2026-04-10 16:01:21.294] [LOSS] [LOSS] seq 1208 lost -> filled with silence
[2026-04-10 16:01:21.394] [LOSS] [LOSS] seq 1209 lost -> filled with silence
[2026-04-10 16:01:21.431] [LOSS] [LOSS] seq 1210 lost -> filled with silence
[2026-04-10 16:01:21.853] [LOSS] [LOSS] seq 1211 lost -> filled with silence
[2026-04-10 16:01:21.863] [LOSS] [LOSS] seq 1212 lost -> filled with silence
[2026-04-10 16:01:21.866] [LOSS] [LOSS] seq 1213 lost -> filled with silence
[2026-04-10 16:01:21.868] [LOSS] [LOSS] seq 1214 lost -> filled with silence
[2026-04-10 16:01:21.869] [LOSS] [LOSS] seq 1215 lost -> filled with silence
[2026-04-10 16:01:21.871] [LOSS] [LOSS] seq 1216 lost -> filled with silence
[2026-04-10 16:01:21.872] [TURN] UDP COMMIT signal received from ('10.19.187.137', 9999)
[2026-04-10 16:01:21.872] [TURN] Input turn closed | flushed=0 | dropped_out_of_order=701
[2026-04-10 16:01:21.873] [TURN] COMMIT sent to xAI
[2026-04-10 16:01:22.988] [XAI] xAI confirmed commit
[2026-04-10 16:01:22.998] [USER] User transcription: Hola, repite la secuencia de números conmigo, bueno, o lo mismo números que yo. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
[2026-04-10 16:01:23.649] [AUDIO] Output audio chunk #1 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:01:23.674] [AUDIO] Output audio chunk #2 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:01:23.729] [AUDIO] Output audio chunk #3 | bytes=24320 | samples=12160 | ~760.00 ms
[2026-04-10 16:01:23.835] [AUDIO] Output audio chunk #4 | bytes=30720 | samples=15360 | ~960.00 ms
[2026-04-10 16:01:24.229] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:01:24.625] [AUDIO] Output audio chunk #5 | bytes=43520 | samples=21760 | ~1360.00 ms
[2026-04-10 16:01:24.810] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:01:25.601] [UDP] UDP audio paced send: 26 chunks of 960 bytes
[2026-04-10 16:01:26.105] [ASSISTANT] Response audio completed | chunks=10 | bytes=372800 | samples=186400 | ~11650.00 ms
[2026-04-10 16:01:26.571] [UDP] UDP audio paced send: 32 chunks of 960 bytes
[2026-04-10 16:01:27.962] [UDP] UDP audio paced send: 46 chunks of 960 bytes
[2026-04-10 16:01:29.533] [UDP] UDP audio paced send: 52 chunks of 960 bytes
[2026-04-10 16:01:31.313] [UDP] UDP audio paced send: 59 chunks of 960 bytes
[2026-04-10 16:01:33.304] [UDP] UDP audio paced send: 66 chunks of 960 bytes
[2026-04-10 16:01:35.445] [UDP] UDP audio paced send: 71 chunks of 960 bytes
[2026-04-10 16:01:35.507] [UDP] UDP audio paced send: 2 chunks of 960 bytes
[2026-04-10 16:01:35.510] [UDP] UDP audio end marker sent to ('10.19.187.137', 9999)
[2026-04-10 16:01:35.510] [XAI] Response completed | tokens=1227
[2026-04-10 16:01:35.510] [INFO] Assistant response: ¡Hola! Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez, once, doce. ¡Ahora tú!
[2026-04-10 16:01:35.510] [UDP] UDP target addr: ('10.19.187.137', 9999)
[2026-04-10 16:01:35.511] [UDP] UDP JSON sent to ('10.19.187.137', 9999): {"type": "assistant_response", "value": "¡Hola! Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez, once, doce. ¡Ahora tú!", "final": true, "timestamp": "2026-04-10T16:01:35"}
[2026-04-10 16:02:15.047] [TURN] New audio turn #1 -> initial seq=702
[2026-04-10 16:02:15.484] [STAT] [STAT] seq=724 | buf=0 | rec=1800 | lost=140 (7.78%)
[2026-04-10 16:02:17.401] [LOSS] [LOSS] seq 864 lost -> filled with silence
[2026-04-10 16:02:18.890] [STAT] [STAT] seq=1025 | buf=0 | rec=2100 | lost=141 (6.71%)
[2026-04-10 16:02:20.076] [TURN] UDP COMMIT signal received from ('10.19.187.137', 9999)
[2026-04-10 16:02:20.084] [TURN] Input turn closed | flushed=0 | dropped_out_of_order=0
[2026-04-10 16:02:20.085] [TURN] COMMIT sent to xAI
[2026-04-10 16:02:20.587] [XAI] xAI confirmed commit
[2026-04-10 16:02:20.650] [USER] User transcription: Mi nombre es Denis Germán Jiménez, repítelo.
[2026-04-10 16:02:22.015] [AUDIO] Output audio chunk #1 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:02:22.026] [AUDIO] Output audio chunk #2 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:02:22.026] [AUDIO] Output audio chunk #3 | bytes=24320 | samples=12160 | ~760.00 ms
[2026-04-10 16:02:22.095] [AUDIO] Output audio chunk #4 | bytes=30720 | samples=15360 | ~960.00 ms
[2026-04-10 16:02:22.369] [AUDIO] Output audio chunk #5 | bytes=62400 | samples=31200 | ~1950.00 ms
[2026-04-10 16:02:22.379] [ASSISTANT] Response audio completed | chunks=6 | bytes=154560 | samples=77280 | ~4830.00 ms
[2026-04-10 16:02:22.596] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:02:23.177] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:02:23.968] [UDP] UDP audio paced send: 26 chunks of 960 bytes
[2026-04-10 16:02:24.938] [UDP] UDP audio paced send: 32 chunks of 960 bytes
[2026-04-10 16:02:26.899] [UDP] UDP audio paced send: 65 chunks of 960 bytes
[2026-04-10 16:02:26.969] [UDP] UDP audio paced send: 2 chunks of 960 bytes
[2026-04-10 16:02:26.971] [UDP] UDP audio end marker sent to ('10.19.187.137', 9999)
[2026-04-10 16:02:26.971] [XAI] Response completed | tokens=446
[2026-04-10 16:02:26.971] [INFO] Assistant response: ¡Hola, Denis Germán Jiménez! ¿Lo dije bien? ¡Encantado de conocerte!
[2026-04-10 16:02:26.972] [UDP] UDP target addr: ('10.19.187.137', 9999)
[2026-04-10 16:02:26.972] [UDP] UDP JSON sent to ('10.19.187.137', 9999): {"type": "assistant_response", "value": "¡Hola, Denis Germán Jiménez! ¿Lo dije bien? ¡Encantado de conocerte!", "final": true, "timestamp": "2026-04-10T16:02:26"}
[2026-04-10 16:02:31.224] [TURN] New audio turn #2 -> initial seq=1119
[2026-04-10 16:02:33.620] [STAT] [STAT] seq=1325 | buf=0 | rec=2400 | lost=141 (5.88%)
[2026-04-10 16:02:36.960] [TURN] UDP COMMIT signal received from ('10.19.187.137', 9999)
[2026-04-10 16:02:36.970] [TURN] Input turn closed | flushed=0 | dropped_out_of_order=0
[2026-04-10 16:02:36.971] [TURN] COMMIT sent to xAI
[2026-04-10 16:02:38.597] [XAI] xAI confirmed commit
[2026-04-10 16:02:38.607] [USER] User transcription: ¿Cuál es la raíz cuadrada de 155 por 23?
[2026-04-10 16:02:41.670] [AUDIO] Output audio chunk #1 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:02:41.680] [AUDIO] Output audio chunk #2 | bytes=17920 | samples=8960 | ~560.00 ms
[2026-04-10 16:02:41.680] [AUDIO] Output audio chunk #3 | bytes=24320 | samples=12160 | ~760.00 ms
[2026-04-10 16:02:41.681] [AUDIO] Output audio chunk #4 | bytes=30720 | samples=15360 | ~960.00 ms
[2026-04-10 16:02:41.681] [AUDIO] Output audio chunk #5 | bytes=43520 | samples=21760 | ~1360.00 ms
[2026-04-10 16:02:42.253] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:02:42.833] [UDP] UDP audio paced send: 19 chunks of 960 bytes
[2026-04-10 16:02:43.110] [ASSISTANT] Response audio completed | chunks=11 | bytes=410560 | samples=205280 | ~12830.00 ms
[2026-04-10 16:02:43.624] [UDP] UDP audio paced send: 26 chunks of 960 bytes
[2026-04-10 16:02:44.593] [UDP] UDP audio paced send: 32 chunks of 960 bytes
[2026-04-10 16:02:45.984] [UDP] UDP audio paced send: 46 chunks of 960 bytes
[2026-04-10 16:02:47.554] [UDP] UDP audio paced send: 52 chunks of 960 bytes
[2026-04-10 16:02:49.334] [UDP] UDP audio paced send: 59 chunks of 960 bytes
[2026-04-10 16:02:51.324] [UDP] UDP audio paced send: 66 chunks of 960 bytes
[2026-04-10 16:02:53.315] [UDP] UDP audio paced send: 66 chunks of 960 bytes
[2026-04-10 16:02:54.674] [UDP] UDP audio paced send: 45 chunks of 960 bytes
[2026-04-10 16:02:54.745] [UDP] UDP audio paced send: 2 chunks of 960 bytes
[2026-04-10 16:02:54.747] [UDP] UDP audio end marker sent to ('10.19.187.137', 9999)
[2026-04-10 16:02:54.747] [XAI] Response completed | tokens=904
[2026-04-10 16:02:54.747] [INFO] Assistant response: La raíz cuadrada de 155 por 23, que es de 3565, es aproximadamente 59 punto 7. ¡Exacto, unos 59.71!
[2026-04-10 16:02:54.747] [UDP] UDP target addr: ('10.19.187.137', 9999)
[2026-04-10 16:02:54.747] [UDP] UDP JSON sent to ('10.19.187.137', 9999): {"type": "assistant_response", "value": "La raíz cuadrada de 155 por 23, que es de 3565, es aproximadamente 59 punto 7. ¡Exacto, unos 59.71!", "final": true, "timestamp": "2026-04-10T16:02:54"}
